"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","ROIName","contrastName","Group"
3,4863,486,1,0.327543,12,3,"LMFG","non-sent","RevLangLeft-toMD"
4,5104,510,1,0.500993,12,3,"RMFG","non-sent","RevLangRight-toMD"
5,888,88,1,0.127576,12,3,"LMFGorb","non-sent","RevLangLeft-toMD"
6,1015,101,1,0.104335,12,3,"RMFGorb","non-sent","RevLangRight-toMD"
7,3526,352,1,0.490502,12,3,"LPrecG","non-sent","RevLangLeft-toMD"
8,3381,338,1,0.110586,12,3,"RPrecG","non-sent","RevLangRight-toMD"
9,1858,185,1,0.259482,12,3,"LInsula","non-sent","RevLangLeft-toMD"
10,1770,177,1,0.167628,12,3,"RInsula","non-sent","RevLangRight-toMD"
11,2147,214,1,0.320549,12,3,"LSMA","non-sent","RevLangLeft-toMD"
12,2371,237,1,0.154721,12,3,"RSMA","non-sent","RevLangRight-toMD"
13,2447,244,1,0.335281,12,3,"LParInf","non-sent","RevLangLeft-toMD"
14,1345,134,1,0.26653,12,3,"RParInf","non-sent","RevLangRight-toMD"
15,2065,206,1,0.641105,12,3,"LParSup","non-sent","RevLangLeft-toMD"
16,2222,222,1,0.524193,12,3,"RParSup","non-sent","RevLangRight-toMD"
17,1615,161,1,0.094038,12,3,"LACC","non-sent","RevLangLeft-toMD"
18,1958,195,1,0.192186,12,3,"RACC","non-sent","RevLangRight-toMD"
1,1885,188,1,0.473869,1,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,2.07028,1,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,1.141209,1,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,1.579741,1,1,"PC","bel","ToM-toToM"
5,3419,341,1,1.579162,1,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,0.176716,1,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,1.420851,1,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,0.401677,1,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,0.818731,1,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,-0.112415,1,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,0.511936,1,2,"PC","pho","ToM-toToM"
5,3419,341,1,0.160276,1,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,-0.307914,1,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,0.518939,1,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,0.072192,1,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,1.251549,1,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,1.253624,1,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,1.067805,1,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,1.418886,1,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,0.484631,1,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,0.901912,1,3,"RSTS","bel-pho","ToM-toToM"
1,1885,188,1,0.01478,2,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,1.541087,2,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,-0.534705,2,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,0.905928,2,1,"PC","bel","ToM-toToM"
5,3419,341,1,0.982377,2,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,-0.043594,2,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,0.476871,2,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,-0.217544,2,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,0.562181,2,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,-0.366983,2,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,0.120708,2,2,"PC","pho","ToM-toToM"
5,3419,341,1,0.006658,2,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,-0.141068,2,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,0.010707,2,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,0.232324,2,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,0.978906,2,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,-0.167723,2,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,0.78522,2,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,0.97572,2,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,0.097474,2,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,0.466164,2,3,"RSTS","bel-pho","ToM-toToM"
1,1885,188,1,0.860913,3,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,0.793453,3,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,-0.037829,3,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,0.7582,3,1,"PC","bel","ToM-toToM"
5,3419,341,1,1.048243,3,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,0.157409,3,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,1.036619,3,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,-1.405262,3,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,-0.212648,3,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,-1.583016,3,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,-0.77849,3,2,"PC","pho","ToM-toToM"
5,3419,341,1,-0.583776,3,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,-0.410499,3,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,-0.256589,3,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,2.266174,3,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,1.006101,3,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,1.545186,3,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,1.53669,3,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,1.632019,3,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,0.567908,3,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,1.293208,3,3,"RSTS","bel-pho","ToM-toToM"
1,1885,188,1,0.022939,4,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,0.949121,4,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,-0.2924,4,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,0.034538,4,1,"PC","bel","ToM-toToM"
5,3419,341,1,0.40278,4,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,-0.405864,4,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,0.332018,4,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,0.209739,4,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,0.613038,4,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,0.197964,4,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,0.148377,4,2,"PC","pho","ToM-toToM"
5,3419,341,1,0.153829,4,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,-0.248428,4,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,0.167018,4,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,-0.186799,4,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,0.336083,4,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,-0.490365,4,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,-0.113839,4,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,0.248951,4,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,-0.157435,4,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,0.164999,4,3,"RSTS","bel-pho","ToM-toToM"
1,1885,188,1,1.931957,5,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,1.832708,5,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,0.300673,5,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,1.503999,5,1,"PC","bel","ToM-toToM"
5,3419,341,1,1.718959,5,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,0.394499,5,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,1.690742,5,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,0.953278,5,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,0.8071,5,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,0.332658,5,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,0.553632,5,2,"PC","pho","ToM-toToM"
5,3419,341,1,0.390079,5,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,0.376727,5,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,0.435484,5,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,0.97868,5,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,1.025608,5,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,-0.031985,5,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,0.950366,5,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,1.32888,5,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,0.017772,5,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,1.255259,5,3,"RSTS","bel-pho","ToM-toToM"
1,1885,188,1,0.473187,6,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,1.393821,6,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,0.229343,6,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,0.345589,6,1,"PC","bel","ToM-toToM"
5,3419,341,1,1.047078,6,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,0.865406,6,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,0.670022,6,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,-0.296891,6,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,0.667442,6,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,-0.163616,6,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,-0.139189,6,2,"PC","pho","ToM-toToM"
5,3419,341,1,0.253161,6,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,0.093536,6,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,0.158529,6,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,0.770077,6,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,0.726379,6,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,0.392959,6,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,0.484778,6,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,0.793917,6,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,0.771871,6,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,0.511492,6,3,"RSTS","bel-pho","ToM-toToM"
1,1885,188,1,3.214466,7,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,1.966962,7,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,2.012249,7,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,1.389523,7,1,"PC","bel","ToM-toToM"
5,3419,341,1,2.307471,7,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,0.246405,7,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,1.803295,7,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,-0.325898,7,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,0.703838,7,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,-1.347251,7,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,-0.198646,7,2,"PC","pho","ToM-toToM"
5,3419,341,1,0.099037,7,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,-0.622823,7,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,0.591259,7,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,3.540364,7,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,1.263124,7,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,3.3595,7,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,1.58817,7,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,2.208434,7,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,0.869228,7,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,1.212036,7,3,"RSTS","bel-pho","ToM-toToM"
1,1885,188,1,-0.112404,8,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,1.015233,8,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,-0.607904,8,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,0.292304,8,1,"PC","bel","ToM-toToM"
5,3419,341,1,0.393892,8,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,-1.159498,8,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,0.381767,8,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,0.558882,8,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,0.345127,8,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,-1.434485,8,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,-0.210724,8,2,"PC","pho","ToM-toToM"
5,3419,341,1,0.027895,8,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,0.000836,8,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,0.001373,8,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,-0.671286,8,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,0.670106,8,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,0.826581,8,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,0.503028,8,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,0.365997,8,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,-1.160333,8,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,0.380394,8,3,"RSTS","bel-pho","ToM-toToM"
1,1885,188,1,0.249456,9,1,"DMPFC","bel","ToM-toToM"
2,3322,332,1,1.138443,9,1,"LTPJ","bel","ToM-toToM"
3,1525,152,1,-0.080368,9,1,"MMPFC","bel","ToM-toToM"
4,4182,418,1,0.164298,9,1,"PC","bel","ToM-toToM"
5,3419,341,1,0.55602,9,1,"RTPJ","bel","ToM-toToM"
6,1313,131,1,-0.040815,9,1,"VMPFC","bel","ToM-toToM"
7,4051,405,1,0.266031,9,1,"RSTS","bel","ToM-toToM"
1,1885,188,1,-0.667029,9,2,"DMPFC","pho","ToM-toToM"
2,3322,332,1,0.474164,9,2,"LTPJ","pho","ToM-toToM"
3,1525,152,1,-0.763839,9,2,"MMPFC","pho","ToM-toToM"
4,4182,418,1,-0.191574,9,2,"PC","pho","ToM-toToM"
5,3419,341,1,-0.077305,9,2,"RTPJ","pho","ToM-toToM"
6,1313,131,1,0.260876,9,2,"VMPFC","pho","ToM-toToM"
7,4051,405,1,0.057797,9,2,"RSTS","pho","ToM-toToM"
1,1885,188,1,0.916486,9,3,"DMPFC","bel-pho","ToM-toToM"
2,3322,332,1,0.66428,9,3,"LTPJ","bel-pho","ToM-toToM"
3,1525,152,1,0.683471,9,3,"MMPFC","bel-pho","ToM-toToM"
4,4182,418,1,0.355872,9,3,"PC","bel-pho","ToM-toToM"
5,3419,341,1,0.633325,9,3,"RTPJ","bel-pho","ToM-toToM"
6,1313,131,1,-0.301691,9,3,"VMPFC","bel-pho","ToM-toToM"
7,4051,405,1,0.208233,9,3,"RSTS","bel-pho","ToM-toToM"
1,2948,294,1,0.336046,1,1,"RPostTemp","joke","RHLang"
2,1627,162,1,0.356582,1,1,"RAntTemp","joke","RHLang"
3,644,64,1,0.100632,1,1,"RAngG","joke","RHLang"
4,743,74,1,0.600544,1,1,"RIFG","joke","RHLang"
5,462,46,1,0.618669,1,1,"RMFG","joke","RHLang"
6,370,37,1,0.7945,1,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.192287,1,2,"RPostTemp","lit","RHLang"
2,1627,162,1,0.211272,1,2,"RAntTemp","lit","RHLang"
3,644,64,1,0.102277,1,2,"RAngG","lit","RHLang"
4,743,74,1,0.419777,1,2,"RIFG","lit","RHLang"
5,462,46,1,0.511163,1,2,"RMFG","lit","RHLang"
6,370,37,1,0.935983,1,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.143759,1,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,0.14531,1,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,-0.001645,1,3,"RAngG","joke-lit","RHLang"
4,743,74,1,0.180766,1,3,"RIFG","joke-lit","RHLang"
5,462,46,1,0.107506,1,3,"RMFG","joke-lit","RHLang"
6,370,37,1,-0.141483,1,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.515553,2,1,"RPostTemp","joke","RHLang"
2,1627,162,1,0.712734,2,1,"RAntTemp","joke","RHLang"
3,644,64,1,0.27609,2,1,"RAngG","joke","RHLang"
4,743,74,1,0.967143,2,1,"RIFG","joke","RHLang"
5,462,46,1,0.472014,2,1,"RMFG","joke","RHLang"
6,370,37,1,0.343033,2,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.632292,2,2,"RPostTemp","lit","RHLang"
2,1627,162,1,0.807435,2,2,"RAntTemp","lit","RHLang"
3,644,64,1,0.305082,2,2,"RAngG","lit","RHLang"
4,743,74,1,1.296639,2,2,"RIFG","lit","RHLang"
5,462,46,1,0.571271,2,2,"RMFG","lit","RHLang"
6,370,37,1,0.4205,2,2,"RIFGorb","lit","RHLang"
1,2948,294,1,-0.116739,2,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,-0.094702,2,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,-0.028992,2,3,"RAngG","joke-lit","RHLang"
4,743,74,1,-0.329497,2,3,"RIFG","joke-lit","RHLang"
5,462,46,1,-0.099256,2,3,"RMFG","joke-lit","RHLang"
6,370,37,1,-0.077468,2,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.36246,3,1,"RPostTemp","joke","RHLang"
2,1627,162,1,0.282836,3,1,"RAntTemp","joke","RHLang"
3,644,64,1,0.066959,3,1,"RAngG","joke","RHLang"
4,743,74,1,0.741779,3,1,"RIFG","joke","RHLang"
5,462,46,1,0.338723,3,1,"RMFG","joke","RHLang"
6,370,37,1,0.683283,3,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.294738,3,2,"RPostTemp","lit","RHLang"
2,1627,162,1,0.101384,3,2,"RAntTemp","lit","RHLang"
3,644,64,1,0.018608,3,2,"RAngG","lit","RHLang"
4,743,74,1,0.710555,3,2,"RIFG","lit","RHLang"
5,462,46,1,0.416361,3,2,"RMFG","lit","RHLang"
6,370,37,1,0.621485,3,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.067722,3,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,0.181452,3,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,0.048351,3,3,"RAngG","joke-lit","RHLang"
4,743,74,1,0.031224,3,3,"RIFG","joke-lit","RHLang"
5,462,46,1,-0.077639,3,3,"RMFG","joke-lit","RHLang"
6,370,37,1,0.061798,3,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.894307,4,1,"RPostTemp","joke","RHLang"
2,1627,162,1,1.114475,4,1,"RAntTemp","joke","RHLang"
3,644,64,1,-0.04988,4,1,"RAngG","joke","RHLang"
4,743,74,1,1.28644,4,1,"RIFG","joke","RHLang"
5,462,46,1,-0.023985,4,1,"RMFG","joke","RHLang"
6,370,37,1,1.89113,4,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.71854,4,2,"RPostTemp","lit","RHLang"
2,1627,162,1,1.00728,4,2,"RAntTemp","lit","RHLang"
3,644,64,1,0.097087,4,2,"RAngG","lit","RHLang"
4,743,74,1,0.992812,4,2,"RIFG","lit","RHLang"
5,462,46,1,0.016734,4,2,"RMFG","lit","RHLang"
6,370,37,1,1.016016,4,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.175767,4,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,0.107195,4,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,-0.146968,4,3,"RAngG","joke-lit","RHLang"
4,743,74,1,0.293628,4,3,"RIFG","joke-lit","RHLang"
5,462,46,1,-0.04072,4,3,"RMFG","joke-lit","RHLang"
6,370,37,1,0.875113,4,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.328382,5,1,"RPostTemp","joke","RHLang"
2,1627,162,1,0.489624,5,1,"RAntTemp","joke","RHLang"
3,644,64,1,0.093593,5,1,"RAngG","joke","RHLang"
4,743,74,1,0.80166,5,1,"RIFG","joke","RHLang"
5,462,46,1,0.50291,5,1,"RMFG","joke","RHLang"
6,370,37,1,1.019752,5,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.309018,5,2,"RPostTemp","lit","RHLang"
2,1627,162,1,0.540589,5,2,"RAntTemp","lit","RHLang"
3,644,64,1,0.017594,5,2,"RAngG","lit","RHLang"
4,743,74,1,0.873904,5,2,"RIFG","lit","RHLang"
5,462,46,1,0.321959,5,2,"RMFG","lit","RHLang"
6,370,37,1,0.88035,5,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.019364,5,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,-0.050965,5,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,0.075999,5,3,"RAngG","joke-lit","RHLang"
4,743,74,1,-0.072243,5,3,"RIFG","joke-lit","RHLang"
5,462,46,1,0.180951,5,3,"RMFG","joke-lit","RHLang"
6,370,37,1,0.139402,5,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.218314,6,1,"RPostTemp","joke","RHLang"
2,1627,162,1,1.464522,6,1,"RAntTemp","joke","RHLang"
3,644,64,1,0.055398,6,1,"RAngG","joke","RHLang"
4,743,74,1,0.547391,6,1,"RIFG","joke","RHLang"
5,462,46,1,0.236974,6,1,"RMFG","joke","RHLang"
6,370,37,1,1.539307,6,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.013479,6,2,"RPostTemp","lit","RHLang"
2,1627,162,1,1.185111,6,2,"RAntTemp","lit","RHLang"
3,644,64,1,-0.062773,6,2,"RAngG","lit","RHLang"
4,743,74,1,0.35839,6,2,"RIFG","lit","RHLang"
5,462,46,1,0.184858,6,2,"RMFG","lit","RHLang"
6,370,37,1,1.488617,6,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.204835,6,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,0.279411,6,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,0.118171,6,3,"RAngG","joke-lit","RHLang"
4,743,74,1,0.189001,6,3,"RIFG","joke-lit","RHLang"
5,462,46,1,0.052115,6,3,"RMFG","joke-lit","RHLang"
6,370,37,1,0.05069,6,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,-0.159336,7,1,"RPostTemp","joke","RHLang"
2,1627,162,1,-0.261869,7,1,"RAntTemp","joke","RHLang"
3,644,64,1,-0.241557,7,1,"RAngG","joke","RHLang"
4,743,74,1,-0.096558,7,1,"RIFG","joke","RHLang"
5,462,46,1,0.091408,7,1,"RMFG","joke","RHLang"
6,370,37,1,-0.059394,7,1,"RIFGorb","joke","RHLang"
1,2948,294,1,-0.096008,7,2,"RPostTemp","lit","RHLang"
2,1627,162,1,-0.024468,7,2,"RAntTemp","lit","RHLang"
3,644,64,1,-0.202505,7,2,"RAngG","lit","RHLang"
4,743,74,1,-0.072311,7,2,"RIFG","lit","RHLang"
5,462,46,1,-0.021875,7,2,"RMFG","lit","RHLang"
6,370,37,1,0.238394,7,2,"RIFGorb","lit","RHLang"
1,2948,294,1,-0.063328,7,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,-0.237401,7,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,-0.039052,7,3,"RAngG","joke-lit","RHLang"
4,743,74,1,-0.024247,7,3,"RIFG","joke-lit","RHLang"
5,462,46,1,0.113283,7,3,"RMFG","joke-lit","RHLang"
6,370,37,1,-0.297788,7,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.290153,8,1,"RPostTemp","joke","RHLang"
2,1627,162,1,0.066438,8,1,"RAntTemp","joke","RHLang"
3,644,64,1,-0.136967,8,1,"RAngG","joke","RHLang"
4,743,74,1,0.33373,8,1,"RIFG","joke","RHLang"
5,462,46,1,0.303237,8,1,"RMFG","joke","RHLang"
6,370,37,1,0.936406,8,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.220084,8,2,"RPostTemp","lit","RHLang"
2,1627,162,1,0.102486,8,2,"RAntTemp","lit","RHLang"
3,644,64,1,-0.194697,8,2,"RAngG","lit","RHLang"
4,743,74,1,0.169557,8,2,"RIFG","lit","RHLang"
5,462,46,1,0.243205,8,2,"RMFG","lit","RHLang"
6,370,37,1,0.919704,8,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.07007,8,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,-0.036047,8,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,0.05773,8,3,"RAngG","joke-lit","RHLang"
4,743,74,1,0.164174,8,3,"RIFG","joke-lit","RHLang"
5,462,46,1,0.060032,8,3,"RMFG","joke-lit","RHLang"
6,370,37,1,0.016702,8,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.652254,9,1,"RPostTemp","joke","RHLang"
2,1627,162,1,0.427127,9,1,"RAntTemp","joke","RHLang"
3,644,64,1,-0.066723,9,1,"RAngG","joke","RHLang"
4,743,74,1,1.807231,9,1,"RIFG","joke","RHLang"
5,462,46,1,0.432743,9,1,"RMFG","joke","RHLang"
6,370,37,1,0.812276,9,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.537037,9,2,"RPostTemp","lit","RHLang"
2,1627,162,1,0.318426,9,2,"RAntTemp","lit","RHLang"
3,644,64,1,-0.119581,9,2,"RAngG","lit","RHLang"
4,743,74,1,1.608003,9,2,"RIFG","lit","RHLang"
5,462,46,1,0.361258,9,2,"RMFG","lit","RHLang"
6,370,37,1,0.626508,9,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.115217,9,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,0.108701,9,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,0.052858,9,3,"RAngG","joke-lit","RHLang"
4,743,74,1,0.199228,9,3,"RIFG","joke-lit","RHLang"
5,462,46,1,0.071485,9,3,"RMFG","joke-lit","RHLang"
6,370,37,1,0.185768,9,3,"RIFGorb","joke-lit","RHLang"
1,2948,294,1,0.481176,10,1,"RPostTemp","joke","RHLang"
2,1627,162,1,0.307674,10,1,"RAntTemp","joke","RHLang"
3,644,64,1,-0.168856,10,1,"RAngG","joke","RHLang"
4,743,74,1,1.732218,10,1,"RIFG","joke","RHLang"
5,462,46,1,1.325108,10,1,"RMFG","joke","RHLang"
6,370,37,1,1.245982,10,1,"RIFGorb","joke","RHLang"
1,2948,294,1,0.322327,10,2,"RPostTemp","lit","RHLang"
2,1627,162,1,0.167644,10,2,"RAntTemp","lit","RHLang"
3,644,64,1,-0.112769,10,2,"RAngG","lit","RHLang"
4,743,74,1,1.693376,10,2,"RIFG","lit","RHLang"
5,462,46,1,1.20575,10,2,"RMFG","lit","RHLang"
6,370,37,1,1.169962,10,2,"RIFGorb","lit","RHLang"
1,2948,294,1,0.158848,10,3,"RPostTemp","joke-lit","RHLang"
2,1627,162,1,0.140031,10,3,"RAntTemp","joke-lit","RHLang"
3,644,64,1,-0.056087,10,3,"RAngG","joke-lit","RHLang"
4,743,74,1,0.038843,10,3,"RIFG","joke-lit","RHLang"
